"param_topology","param_node","param_edge","obj_selectivity_proxy","obj_capacity_proxy","result_id","suggestion_id","created_at"
"ths","N16","E226","0.0","0.0","cd85310e-423c-425c-8ffb-c7c2f83b4087","d4ec3570-cc46-4197-b6f5-33258e0726f3","2026-08-12T15:35:11.815529+00:00"
