candidate_id,R1,R2,R3,ligand_smiles
P_0142,Et,pClPh,pCF3Ph,P(CC)(c1ccc(Cl)cc1)c1ccc(C(F)(F)F)cc1
P_0143,Et,pClPh,pCNPh,P(CC)(c1ccc(Cl)cc1)c1ccc(C#N)cc1
P_0144,Et,pCF3Ph,pCF3Ph,P(CC)(c1ccc(C(F)(F)F)cc1)c1ccc(C(F)(F)F)cc1
P_0145,Et,pCF3Ph,pCNPh,P(CC)(c1ccc(C(F)(F)F)cc1)c1ccc(C#N)cc1
P_0146,Et,pCNPh,pCNPh,P(CC)(c1ccc(C#N)cc1)c1ccc(C#N)cc1
P_0147,iPr,iPr,iPr,P(C(C)C)(C(C)C)C(C)C
P_0148,iPr,iPr,tBu,P(C(C)C)(C(C)C)C(C)(C)C
P_0149,iPr,iPr,Cy,P(C(C)C)(C(C)C)C1CCCCC1
P_0150,iPr,iPr,Ph,P(C(C)C)(C(C)C)c1ccccc1
P_0151,iPr,iPr,pMePh,P(C(C)C)(C(C)C)c1ccc(C)cc1
P_0152,iPr,iPr,pOMePh,P(C(C)C)(C(C)C)c1ccc(OC)cc1
P_0153,iPr,iPr,pFPh,P(C(C)C)(C(C)C)c1ccc(F)cc1
P_0154,iPr,iPr,pClPh,P(C(C)C)(C(C)C)c1ccc(Cl)cc1
P_0155,iPr,iPr,pCF3Ph,P(C(C)C)(C(C)C)c1ccc(C(F)(F)F)cc1
P_0156,iPr,iPr,pCNPh,P(C(C)C)(C(C)C)c1ccc(C#N)cc1
P_0157,iPr,tBu,tBu,P(C(C)C)(C(C)(C)C)C(C)(C)C
P_0158,iPr,tBu,Cy,P(C(C)C)(C(C)(C)C)C1CCCCC1
P_0159,iPr,tBu,Ph,P(C(C)C)(C(C)(C)C)c1ccccc1
P_0160,iPr,tBu,pMePh,P(C(C)C)(C(C)(C)C)c1ccc(C)cc1
P_0161,iPr,tBu,pOMePh,P(C(C)C)(C(C)(C)C)c1ccc(OC)cc1
P_0162,iPr,tBu,pFPh,P(C(C)C)(C(C)(C)C)c1ccc(F)cc1
P_0163,iPr,tBu,pClPh,P(C(C)C)(C(C)(C)C)c1ccc(Cl)cc1
P_0164,iPr,tBu,pCF3Ph,P(C(C)C)(C(C)(C)C)c1ccc(C(F)(F)F)cc1
P_0165,iPr,tBu,pCNPh,P(C(C)C)(C(C)(C)C)c1ccc(C#N)cc1
P_0166,iPr,Cy,Cy,P(C(C)C)(C1CCCCC1)C1CCCCC1
P_0167,iPr,Cy,Ph,P(C(C)C)(C1CCCCC1)c1ccccc1
P_0168,iPr,Cy,pMePh,P(C(C)C)(C1CCCCC1)c1ccc(C)cc1
P_0169,iPr,Cy,pOMePh,P(C(C)C)(C1CCCCC1)c1ccc(OC)cc1
P_0170,iPr,Cy,pFPh,P(C(C)C)(C1CCCCC1)c1ccc(F)cc1
P_0171,iPr,Cy,pClPh,P(C(C)C)(C1CCCCC1)c1ccc(Cl)cc1
P_0172,iPr,Cy,pCF3Ph,P(C(C)C)(C1CCCCC1)c1ccc(C(F)(F)F)cc1
P_0173,iPr,Cy,pCNPh,P(C(C)C)(C1CCCCC1)c1ccc(C#N)cc1
P_0174,iPr,Ph,Ph,P(C(C)C)(c1ccccc1)c1ccccc1
P_0175,iPr,Ph,pMePh,P(C(C)C)(c1ccccc1)c1ccc(C)cc1
P_0176,iPr,Ph,pOMePh,P(C(C)C)(c1ccccc1)c1ccc(OC)cc1
P_0177,iPr,Ph,pFPh,P(C(C)C)(c1ccccc1)c1ccc(F)cc1
P_0178,iPr,Ph,pClPh,P(C(C)C)(c1ccccc1)c1ccc(Cl)cc1
P_0179,iPr,Ph,pCF3Ph,P(C(C)C)(c1ccccc1)c1ccc(C(F)(F)F)cc1
P_0180,iPr,Ph,pCNPh,P(C(C)C)(c1ccccc1)c1ccc(C#N)cc1
P_0181,iPr,pMePh,pMePh,P(C(C)C)(c1ccc(C)cc1)c1ccc(C)cc1
P_0182,iPr,pMePh,pOMePh,P(C(C)C)(c1ccc(C)cc1)c1ccc(OC)cc1
P_0183,iPr,pMePh,pFPh,P(C(C)C)(c1ccc(C)cc1)c1ccc(F)cc1
P_0184,iPr,pMePh,pClPh,P(C(C)C)(c1ccc(C)cc1)c1ccc(Cl)cc1
P_0185,iPr,pMePh,pCF3Ph,P(C(C)C)(c1ccc(C)cc1)c1ccc(C(F)(F)F)cc1
P_0186,iPr,pMePh,pCNPh,P(C(C)C)(c1ccc(C)cc1)c1ccc(C#N)cc1
P_0187,iPr,pOMePh,pOMePh,P(C(C)C)(c1ccc(OC)cc1)c1ccc(OC)cc1
P_0188,iPr,pOMePh,pFPh,P(C(C)C)(c1ccc(OC)cc1)c1ccc(F)cc1
P_0189,iPr,pOMePh,pClPh,P(C(C)C)(c1ccc(OC)cc1)c1ccc(Cl)cc1
P_0190,iPr,pOMePh,pCF3Ph,P(C(C)C)(c1ccc(OC)cc1)c1ccc(C(F)(F)F)cc1
P_0191,iPr,pOMePh,pCNPh,P(C(C)C)(c1ccc(OC)cc1)c1ccc(C#N)cc1
P_0192,iPr,pFPh,pFPh,P(C(C)C)(c1ccc(F)cc1)c1ccc(F)cc1
P_0193,iPr,pFPh,pClPh,P(C(C)C)(c1ccc(F)cc1)c1ccc(Cl)cc1
P_0194,iPr,pFPh,pCF3Ph,P(C(C)C)(c1ccc(F)cc1)c1ccc(C(F)(F)F)cc1
P_0195,iPr,pFPh,pCNPh,P(C(C)C)(c1ccc(F)cc1)c1ccc(C#N)cc1
P_0196,iPr,pClPh,pClPh,P(C(C)C)(c1ccc(Cl)cc1)c1ccc(Cl)cc1
P_0197,iPr,pClPh,pCF3Ph,P(C(C)C)(c1ccc(Cl)cc1)c1ccc(C(F)(F)F)cc1
P_0198,iPr,pClPh,pCNPh,P(C(C)C)(c1ccc(Cl)cc1)c1ccc(C#N)cc1
P_0199,iPr,pCF3Ph,pCF3Ph,P(C(C)C)(c1ccc(C(F)(F)F)cc1)c1ccc(C(F)(F)F)cc1
P_0200,iPr,pCF3Ph,pCNPh,P(C(C)C)(c1ccc(C(F)(F)F)cc1)c1ccc(C#N)cc1
P_0201,iPr,pCNPh,pCNPh,P(C(C)C)(c1ccc(C#N)cc1)c1ccc(C#N)cc1
P_0202,tBu,tBu,tBu,P(C(C)(C)C)(C(C)(C)C)C(C)(C)C
P_0203,tBu,tBu,Cy,P(C(C)(C)C)(C(C)(C)C)C1CCCCC1
P_0204,tBu,tBu,pMePh,P(C(C)(C)C)(C(C)(C)C)c1ccc(C)cc1
P_0205,tBu,tBu,pOMePh,P(C(C)(C)C)(C(C)(C)C)c1ccc(OC)cc1
P_0206,tBu,tBu,pFPh,P(C(C)(C)C)(C(C)(C)C)c1ccc(F)cc1
P_0207,tBu,tBu,pClPh,P(C(C)(C)C)(C(C)(C)C)c1ccc(Cl)cc1
P_0208,tBu,tBu,pCF3Ph,P(C(C)(C)C)(C(C)(C)C)c1ccc(C(F)(F)F)cc1
P_0209,tBu,tBu,pCNPh,P(C(C)(C)C)(C(C)(C)C)c1ccc(C#N)cc1
P_0210,tBu,Cy,Cy,P(C(C)(C)C)(C1CCCCC1)C1CCCCC1
P_0211,tBu,Cy,Ph,P(C(C)(C)C)(C1CCCCC1)c1ccccc1
P_0212,tBu,Cy,pMePh,P(C(C)(C)C)(C1CCCCC1)c1ccc(C)cc1
P_0213,tBu,Cy,pOMePh,P(C(C)(C)C)(C1CCCCC1)c1ccc(OC)cc1
P_0214,tBu,Cy,pFPh,P(C(C)(C)C)(C1CCCCC1)c1ccc(F)cc1
P_0215,tBu,Cy,pClPh,P(C(C)(C)C)(C1CCCCC1)c1ccc(Cl)cc1
P_0216,tBu,Cy,pCF3Ph,P(C(C)(C)C)(C1CCCCC1)c1ccc(C(F)(F)F)cc1
P_0217,tBu,Cy,pCNPh,P(C(C)(C)C)(C1CCCCC1)c1ccc(C#N)cc1
P_0218,tBu,Ph,Ph,P(C(C)(C)C)(c1ccccc1)c1ccccc1
P_0219,tBu,Ph,pMePh,P(C(C)(C)C)(c1ccccc1)c1ccc(C)cc1
P_0220,tBu,Ph,pOMePh,P(C(C)(C)C)(c1ccccc1)c1ccc(OC)cc1
P_0221,tBu,Ph,pFPh,P(C(C)(C)C)(c1ccccc1)c1ccc(F)cc1
P_0222,tBu,Ph,pClPh,P(C(C)(C)C)(c1ccccc1)c1ccc(Cl)cc1
P_0223,tBu,Ph,pCF3Ph,P(C(C)(C)C)(c1ccccc1)c1ccc(C(F)(F)F)cc1
P_0224,tBu,Ph,pCNPh,P(C(C)(C)C)(c1ccccc1)c1ccc(C#N)cc1
P_0225,tBu,pMePh,pMePh,P(C(C)(C)C)(c1ccc(C)cc1)c1ccc(C)cc1
P_0226,tBu,pMePh,pOMePh,P(C(C)(C)C)(c1ccc(C)cc1)c1ccc(OC)cc1
P_0227,tBu,pMePh,pFPh,P(C(C)(C)C)(c1ccc(C)cc1)c1ccc(F)cc1
P_0228,tBu,pMePh,pClPh,P(C(C)(C)C)(c1ccc(C)cc1)c1ccc(Cl)cc1
P_0229,tBu,pMePh,pCF3Ph,P(C(C)(C)C)(c1ccc(C)cc1)c1ccc(C(F)(F)F)cc1
P_0230,tBu,pMePh,pCNPh,P(C(C)(C)C)(c1ccc(C)cc1)c1ccc(C#N)cc1
P_0231,tBu,pOMePh,pOMePh,P(C(C)(C)C)(c1ccc(OC)cc1)c1ccc(OC)cc1
P_0232,tBu,pOMePh,pFPh,P(C(C)(C)C)(c1ccc(OC)cc1)c1ccc(F)cc1
P_0233,tBu,pOMePh,pClPh,P(C(C)(C)C)(c1ccc(OC)cc1)c1ccc(Cl)cc1
P_0234,tBu,pOMePh,pCF3Ph,P(C(C)(C)C)(c1ccc(OC)cc1)c1ccc(C(F)(F)F)cc1
P_0235,tBu,pOMePh,pCNPh,P(C(C)(C)C)(c1ccc(OC)cc1)c1ccc(C#N)cc1
P_0236,tBu,pFPh,pFPh,P(C(C)(C)C)(c1ccc(F)cc1)c1ccc(F)cc1
P_0237,tBu,pFPh,pClPh,P(C(C)(C)C)(c1ccc(F)cc1)c1ccc(Cl)cc1
P_0238,tBu,pFPh,pCF3Ph,P(C(C)(C)C)(c1ccc(F)cc1)c1ccc(C(F)(F)F)cc1
P_0239,tBu,pFPh,pCNPh,P(C(C)(C)C)(c1ccc(F)cc1)c1ccc(C#N)cc1
P_0240,tBu,pClPh,pClPh,P(C(C)(C)C)(c1ccc(Cl)cc1)c1ccc(Cl)cc1
P_0241,tBu,pClPh,pCF3Ph,P(C(C)(C)C)(c1ccc(Cl)cc1)c1ccc(C(F)(F)F)cc1
P_0242,tBu,pClPh,pCNPh,P(C(C)(C)C)(c1ccc(Cl)cc1)c1ccc(C#N)cc1
P_0243,tBu,pCF3Ph,pCF3Ph,P(C(C)(C)C)(c1ccc(C(F)(F)F)cc1)c1ccc(C(F)(F)F)cc1
P_0244,tBu,pCF3Ph,pCNPh,P(C(C)(C)C)(c1ccc(C(F)(F)F)cc1)c1ccc(C#N)cc1
