"param_catalyst_type","param_oxidant_type","param_catalyst_equiv","param_TFAA_equiv","param_oxidant_equiv","param_light_intensity","param_residence_time_min","obj_yield_percent","obj_green_score","result_id","suggestion_id","created_at"
"Ir ppy","4-Ph py NO","0.0010068627619670854","1.7458936419629825","2.169209386215873","75","18.89113042490128","73.53668116933247","73.10061960708197","4b321fee-2684-4304-bee8-b09702a4821a","9c295f2b-b3fc-489a-ac28-cc4c8535037f","2026-07-24T15:38:13.939150+00:00"
