"param_candidate_id","obj_donor_homo_error","obj_gap_error","obj_steric_excess","obj_heavy_atom_count","result_id","suggestion_id","created_at"
"P_0001","0.22250000000000014","0.4274999999999993","0.0","4.0","ffd9f70e-b09e-40c1-bd74-175ffd449214","","2026-08-05T18:22:44.383993+00:00"
"P_0002","0.06500000000000039","0.1769999999999996","0.0","9.0","c6099d64-983f-427f-8d1e-fa6b439a672a","","2026-08-05T18:22:44.384021+00:00"
"P_0003","0.09250000000000025","0.07350000000000101","0.0","14.0","f30a9324-2073-462e-9a55-51bf8e8a28b3","8fc6573f-408f-473f-a90c-4b41690d1292","2026-08-05T18:22:48.540738+00:00"
