step,candidate_id,phase,hypervolume,hv_improvement,bright_osc_strength,color_error_ev,ambiguity_penalty
1,A014B065C069,import,3.795551619786249,3.795551619786249,0.2264114787674688,0.0343259105745348,5.987674659122443
2,A031B065C025,import,4.963432751546974,1.167881131760725,0.337165095378781,0.2132798219209846,10.827044255505484
3,A014B056C025,import,9.091243697249586,4.127810945702612,1.52862828589325,0.4732485808668563,18.07330047311408
4,A031B056C069,import,9.633368562281703,0.5421248650321164,0.4412643423176632,0.1753230690235532,16.157639428631818
5,A014B066C115,import,9.633368562281703,0.0,0.3072201353768226,0.7162985449685446,11.104707779211305
6,A014B056C100,import,11.101707576470524,1.468339014188821,1.2158883164612058,0.5367373452645343,10.59935152015193
7,A014B056C080,import,11.101707576470524,0.0,1.1464935953630842,0.5374257594011493,11.4705340141477
8,A014B056C115,import,11.101707576470524,0.0,0.4317020300195663,0.345037988963679,17.42026341691305
9,A014B065C078,import,12.430790092819635,1.3290825163491107,0.689135594922242,0.2150733859059714,12.447329430493392
10,A014B056C070,import,12.430790092819635,0.0,0.2603992424370072,0.2869836746598286,17.992754983772137
11,A014B065C070,import,12.686027112284897,0.25523701946526245,0.2652999243088541,0.0329482155603142,6.033717199295122
12,A014B065C025,import,12.770741774308934,0.08471466202403732,0.3986490068525455,0.3551320040163634,9.485097174978522
13,A014B065C041,import,14.551059729988676,1.7803179556797417,0.9006996688654821,0.2702097554819285,8.194432460674758
14,A014B065C036,import,15.487820426857416,0.9367606968687401,1.2664611158928354,0.3021354010491413,16.04998035902419
15,A031B065C041,import,15.487820426857416,0.0,0.2132568106075093,0.3161105552899053,6.442509003223011
16,A031B065C069,import,15.487820426857416,0.0,0.0818524659702343,0.2253624309151569,10.86444074729347
17,A014B065C071,bo,15.916450146912267,0.42862972005485034,1.508884956129463,0.3072115663046602,19.242367217506562
18,A015B065C041,bo,18.268285239823825,2.351835092911559,0.6717815495009947,0.0977740809758676,4.352168072865121
19,A039B065C041,bo,18.268285239823825,0.0,0.49142703557464573,0.33057187819866973,27.939282406466027
20,A015B065C036,bo,19.636259686712492,1.3679744468886668,0.9593035068022013,0.06839007106656503,11.490212717182551
21,A015B065C071,bo,19.647086597664106,0.010826910951614366,1.002028521525244,0.09376444003792228,28.675056338192903
22,A015B065C031,bo,19.647086597664106,0.0,0.2869959445060722,0.24198908720608703,19.452794530034872
23,A031B056C080,bo,19.647662842871547,0.0005762452074407065,0.9685476385571932,0.3051727911846953,15.780784039670674
24,A015B056C025,bo,19.64766284287154,-7.105427357601002e-15,0.9929570931235411,0.7314781261129333,10.67569353483802
25,A031B065C071,bo,19.64766284287154,0.0,0.2318970620155808,0.4670277125461779,11.65028899160311
26,A015B065C070,bo,19.64766284287154,0.0,0.13533186032155087,0.07598123065424112,20.4162492480185
27,A015B065C023,bo,19.64766284287154,0.0,1.020078040002554,0.6706185738232102,18.32537323787547
