"param_catalyst_type","param_oxidant_type","param_catalyst_equiv","param_TFAA_equiv","param_oxidant_equiv","param_light_intensity","param_residence_time_min","obj_yield_percent","obj_green_score","result_id","suggestion_id","created_at"
"Ir ppy","4-Ph py NO","0.0010068627619670854","1.7458936419629825","2.169209386215873","75","18.89113042490128","73.53668116933247","73.10061960708197","bc489c33-5ddc-4e25-9ac0-7d0bcfc1a2c5","9191fe97-a122-441b-9396-1bb572dfc15f","2026-07-24T13:57:35.041417+00:00"
