"param_candidate_id","obj_donor_homo_error","obj_gap_error","obj_steric_excess","obj_heavy_atom_count","result_id","suggestion_id","created_at"
"P_0001","0.22250000000000014","0.4274999999999993","0.0","4.0","ab287f12-8fd1-4c14-986b-c98ea8e4860d","","2026-08-05T18:25:29.659832+00:00"
"P_0002","0.06500000000000039","0.1769999999999996","0.0","9.0","7890aa60-386d-4fa2-944e-ec9ecafc7ab8","","2026-08-05T18:25:29.659851+00:00"
"P_0003","0.09250000000000025","0.07350000000000101","0.0","14.0","e22aa6af-b205-4437-b215-0cbb45c3ae16","99d1f498-098b-42fc-8f71-4ed3735beabe","2026-08-05T18:25:33.741483+00:00"
