"param_catalyst_type","param_oxidant_type","param_catalyst_equiv","param_TFAA_equiv","param_oxidant_equiv","param_light_intensity","param_residence_time_min","obj_yield_percent","obj_green_score","result_id","suggestion_id","created_at"
"Ir ppy","4-Ph py NO","0.0010068627619670854","1.7458936419629825","2.169209386215873","75","18.89113042490128","73.53668116933247","73.10061960708197","6f4a08f4-20b6-4e13-b0ad-3278ae64e0fc","eab7b89c-c418-449d-b3f8-83a567b5676d","2026-07-24T15:33:58.023990+00:00"
