step,candidate_id,phase,created_at,hypervolume,hv_improvement,nondominated_count,bright_osc_strength,color_error_ev,ambiguity_penalty
1,A014B065C069,seed,2026-07-03T02:38:27.313754+00:00,0.5916542528540568,0.5916542528540568,1,0.22641147876746887,0.034325910574534824,5.987674659122443
2,A031B065C025,seed,2026-07-03T02:41:57.361711+00:00,1.0586645912250694,0.4670103383710126,2,0.33716509537878103,0.2132798219209846,10.827044255505484
3,A014B056C025,seed,2026-07-03T02:45:23.531432+00:00,1.2582057364233445,0.19954114519827515,3,1.52862828589325,0.4732485808668563,18.07330047311408
4,A031B056C069,seed,2026-07-03T02:49:24.533863+00:00,1.4022208920855663,0.14401515566222178,4,0.4412643423176632,0.1753230690235532,16.157639428631818
5,A014B066C115,bo,2026-07-03T02:53:07.103214+00:00,1.4022208920855663,0.0,4,0.3072201353768226,0.7162985449685446,11.104707779211305
6,A014B056C100,bo,2026-07-03T02:56:54.212255+00:00,2.768219005507632,1.3659981134220656,5,1.2158883164612058,0.5367373452645343,10.59935152015193
7,A014B056C080,bo,2026-07-03T03:00:39.939053+00:00,2.7682190055076323,4.440892098500626e-16,5,1.1464935953630842,0.5374257594011493,11.4705340141477
8,A014B056C115,bo,2026-07-03T03:04:31.991179+00:00,2.7682190055076323,0.0,5,0.4317020300195663,0.345037988963679,17.42026341691305
